23928,Mortuary,Mexico,Unknown,1988,Death/Thrash Metal,Blackened Images,1991,0.85
23928,Mortuary,Mexico,Unknown,1988,Death/Thrash Metal,Shine of the End,1995,0.89
23932,Mortuary Drape,Italy,Active,1986,Black/Death Metal,All the Witches Dance,1994,0.88
23932,Mortuary Drape,Italy,Active,1986,Black/Death Metal,Secret Sudaria,1997,0.9
23932,Mortuary Drape,Italy,Active,1986,Black/Death Metal,Tolling 13 Knell,2000,0.9
23932,Mortuary Drape,Italy,Active,1986,Black/Death Metal,Tolling 13 Knell,2000,0.95
23932,Mortuary Drape,Italy,Active,1986,Black/Death Metal,Tolling 13 Knell,2000,0.7
23932,Mortuary Drape,Italy,Active,1986,Black/Death Metal,Tolling 13 Knell,2000,1.0
23932,Mortuary Drape,Italy,Active,1986,Black/Death Metal,Buried in Time,2004,0.45
23932,Mortuary Drape,Italy,Active,1986,Black/Death Metal,Buried in Time,2004,0.87
23932,Mortuary Drape,Italy,Active,1986,Black/Death Metal,Spiritual Independence,2014,0.95
